Legislation Number,URL,Congress,Title,Sponsor,Party of Sponsor,Date of Introduction,Latest Action,Latest Action Date,Latest Summary
H.R. 6400,https://www.congress.gov/bill/115th-congress/house-bill/6400,115th Congress (2017-2018),United States Ports of Entry Threat and Operational Review Act,"Lesko, Debbie [Rep.-R-AZ-8]",Republican,07/17/2018,Became Public Law No: 115-372.,12/21/2018,"<p><b>United States Ports of Entry Threat and Operational Review Act</b></p> <p>(Sec. 2) This bill directs U.S. Customs and Border Protection (CBP) to submit to the congressional homeland security and tax committees a threat and operational analysis of U.S. air, land, and sea ports of entry.</p> <p>Such analysis shall include an assessment of:</p> <ul> <li>current and potential threats posed by individuals and organized groups seeking to exploit security vulnerabilities at ports of entry or to unlawfully enter the United States through such ports of entry;</li> <li>methods and pathways used to exploit security vulnerabilities at ports of entry;</li> <li>improvements needed at ports of entry to prevent the unlawful movement of people, illicit drugs, and other contraband across U.S. borders;</li> <li>improvements needed to enhance travel and trade facilitation and reduce wait times at ports of entry; and</li> <li>processes conducted at ports of entry that do not require law enforcement training and could be filled with non-law enforcement staff or by the private sector or be automated.</li> </ul> <p>In compiling such analysis, CBP shall consider and examine: (1) personnel needs, including K-9 units, and estimated costs, at each port of entry; (2) technology needs, including radiation portal monitors and non-intrustive inspection technology, and estimated costs at each port of entry; and (3) infrastructure needs and estimated costs at each port of entry.</p> <p>CBP shall, at specified intervals, provide to the committees a ports of entry strategy and implementation plan.</p>"
H.R. 6348,https://www.congress.gov/bill/115th-congress/house-bill/6348,115th Congress (2017-2018),Small Business ACE Act,"Curtis, John R. [Rep.-R-UT-3]",Republican,07/12/2018,Became Public Law No: 115-371.,12/21/2018,"<p><b>Small Business Access to Capital and Efficiency Act or the Small Business ACE Act </b></p> <p>(Sec. 2) This bill amends the Small Business Investment Act of 1958 to revise the loan amount above which a real estate appraisal is required for the commercial real property securing a Certified Development Company loan. Specifically, the bill ties the amount to the federal banking regulator appraisal threshold. (Currently, an appraisal is required for a loan of more than $250,000.) </p>"
H.R. 6347,https://www.congress.gov/bill/115th-congress/house-bill/6347,115th Congress (2017-2018),7(a) Real Estate Appraisal Harmonization Act,"Evans, Dwight [Rep.-D-PA-2]",Democratic,07/12/2018,Became Public Law No: 115-370.,12/21/2018,"<p><b>7(a) Real Estate Appraisal Harmonization Act </b></p> <p>(Sec. 2) This bill amends the Small Business Act to revise the loan amount above which a real estate appraisal is required for a commercial real property securing a small business loan. Specifically, the bill ties the amount to the federal banking regulator appraisal threshold. (Currently, an appraisal is required for a loan of more than $250,000.)</p>"
H.R. 6335,https://www.congress.gov/bill/115th-congress/house-bill/6335,115th Congress (2017-2018),"To designate the facility of the United States Postal Service located at 322 Main Street in Oakville, Connecticut, as the ""Oakville Veterans Memorial Post Office"".","Esty, Elizabeth H. [Rep.-D-CT-5]",Democratic,07/11/2018,Became Public Law No: 115-369.,12/21/2018,"<p>Designates the facility of the United States Postal Service located at 322 Main Street in Oakville, Connecticut, as the ""Oakville Veterans Memorial Post Office.""</p>"
H.R. 6330,https://www.congress.gov/bill/115th-congress/house-bill/6330,115th Congress (2017-2018),Small Business Runway Extension Act of 2018,"Knight, Stephen [Rep.-R-CA-25]",Republican,07/11/2018,Became Public Law No: 115-324.,12/17/2018,"<p><b>Small Business Runway Extension Act of 2018</b></p> <p>(Sec. 2) This bill amends the Small Business Act to revise certain requirements for prescribing size standards for small businesses. Such standards shall be calculated using average annual gross receipts of such businesses from at least the previous five (currently, three) years.</p>"
H.R. 6287,https://www.congress.gov/bill/115th-congress/house-bill/6287,115th Congress (2017-2018),9/11 Memorial Act,"MacArthur, Thomas [Rep.-R-NJ-3]",Republican,06/28/2018,Became Public Law No: 115-413.,01/03/2019,"<p><b>9/11 Memorial Act</b></p> <p>This bill directs the Department of the Interior to award competitive grants for the continued operation, security, and maintenance of&nbsp;the on-site memorials to the events and victims of the&nbsp;September 11, 2001,&nbsp;terrorist attacks on the World Trade Center and&nbsp;the Pentagon. </p>"
H.R. 6227,https://www.congress.gov/bill/115th-congress/house-bill/6227,115th Congress (2017-2018),National Quantum Initiative Act,"Smith, Lamar [Rep.-R-TX-21]",Republican,06/26/2018,Became Public Law No: 115-368.,12/21/2018,"<p><b>National Quantum Initiative Act</b></p> <p>TITLE I--NATIONAL QUANTUM INITIATIVE</p> <p>(Sec. 101) This bill directs the President to implement a National Quantum Initiative Program to, among other things, establish the goals and priorities for a 10-year plan to accelerate the development of quantum information science and technology applications.</p> <p>Quantum information science is the use of the laws of quantum physics for the storage, transmission, manipulation, or measurement of information. </p> <p>(Sec. 103) The National Science and Technology Council shall establish a Subcommittee on Quantum Information Science, including membership from the National Institute of Standards and Technology (NIST) and the National Aeronautics and Space Administration (NASA), to guide program activities.</p> <p>(Sec. 104) The President must establish a National Quantum Initiative Advisory Committee to advise the President and subcommittee on the program and trends and developments in quantum information science and technology.</p> <p>TITLE II--NATIONAL INSTITUTE OF STANDARDS AND TECHNOLOGY QUANTUM ACTIVITIES</p> <p>(Sec. 201) NIST shall carry out specified quantum science activities and convene a consortium to identify the future measurement, standards, cybersecurity, and other needs to support the development of a quantum information science and technology industry.</p> <p>TITLE III--NATIONAL SCIENCE FOUNDATION QUANTUM ACTIVITIES</p> <p>(Sec. 301) The National Science Foundation shall:</p> <ul> <li>carry out a basic research and education program on quantum information science and engineering, and </li> <li>award grants for the establishment of Multidisciplinary Centers for Quantum Research and Education. </li> </ul> <p>TITLE IV--DEPARTMENT OF ENERGY QUANTUM ACTIVITIES</p> <p>(Sec. 401) The Department of Energy (DOE) shall carry out a basic research program on quantum information science. </p> <p>(Sec. 402) The Office of Science of DOE shall establish and operate National Quantum Information Science Research Centers to conduct basic research to accelerate scientific breakthroughs in quantum information science and technology.</p>"
H.R. 6217,https://www.congress.gov/bill/115th-congress/house-bill/6217,115th Congress (2017-2018),"To designate the facility of the United States Postal Service located at 241 N 4th Street in Grand Junction, Colorado, as the ""Deputy Sheriff Derek Geer Post Office Building"".","Tipton, Scott  R. [Rep.-R-CO-3]",Republican,06/25/2018,Became Public Law No: 115-367.,12/21/2018,"<p>Designates the facility of the United States Postal Service located at 241 N 4th Street in Grand Junction, Colorado, as the ""Deputy Sheriff Derek Geer Post Office Building.""</p>"
H.R. 6216,https://www.congress.gov/bill/115th-congress/house-bill/6216,115th Congress (2017-2018),"To designate the facility of the United States Postal Service located at 3025 Woodgate Road in Montrose, Colorado, as the ""Sergeant David Kinterknecht Post Office"".","Tipton, Scott  R. [Rep.-R-CO-3]",Republican,06/25/2018,Became Public Law No: 115-366.,12/21/2018,"<p>Designates the facility of the United States Postal Service located at 3025 Woodgate Road in Montrose, Colorado, as the ""Sergeant David Kinterknecht Post Office.""</p>"
H.R. 6167,https://www.congress.gov/bill/115th-congress/house-bill/6167,115th Congress (2017-2018),"To designate the facility of the United States Postal Service located at 5707 South Cass Avenue in Westmont, Illinois, as the ""James William Robinson Jr. Memorial Post Office Building"".","Roskam, Peter J. [Rep.-R-IL-6]",Republican,06/20/2018,Became Public Law No: 115-365.,12/21/2018,"<p>Designates the facility of the United States Postal Service located at 5707 South Cass Avenue in Westmont, Illinois, as the ""James William Robinson Jr. Memorial Post Office Building.""</p>"
H.R. 6160,https://www.congress.gov/bill/115th-congress/house-bill/6160,115th Congress (2017-2018),"To amend title 5, United States Code, to clarify the sources of the authority to issue regulations regarding certifications and other criteria applicable to legislative branch employees under Wounded Warriors Federal Leave Act.","Harper, Gregg [Rep.-R-MS-3]",Republican,06/20/2018,Became Public Law No: 115-364.,12/21/2018,"<p>(Sec. 1) This bill modifies the self-certification requirements for federal employees who use disabled veteran leave.</p> <p>Currently, a federal employee who uses disabled veteran leave must certify that the leave was used to undergo medical treatment for a service-connected disability. The Office of Personnel Management is authorized to prescribe the form and manner of such certification.</p> <p>This bill adds a new provision to specify, in the case of a legislative branch employee, which office is authorized to prescribe the form and manner of the certification.</p>"
